Airport,Count,Latitude,Longitude,Altitude,daylight_saving_offset,standard_offset,Tz database timezone,Country,City,Station_ID,Distance_km,2018_MB,2019_MB,2020_MB,2021_MB,2022_MB,2023_MB,2024_MB
EWR,1790873,40.69250107,-74.16870117,18,-4,-5,America/New_York,United States,Newark,USW00014734,1.0781081328477824,9.0,8.0,8.0,8.0,8.0,8.0,4.0
PVD,213177,41.732601,-71.420403,55,-4,-5,America/New_York,United States,Providence,USW00014765,1.507221322195467,9.0,9.0,9.0,9.0,9.0,9.0,4.0
ORD,4206712,41.9786,-87.9048,672,-5,-6,America/Chicago,United States,Chicago,USW00094846,3.0171801075158857,9.0,9.0,8.0,8.0,8.0,8.0,5.0
LFT,61246,30.20529938,-91.98760223,42,-5,-6,America/Chicago,United States,Lafayette,USW00013976,0.7625735043652453,8.0,8.0,8.0,8.0,7.0,7.0,3.0
IAH,2064868,29.9843998,-95.34140015,97,-5,-6,America/Chicago,United States,Houston,USW00012960,1.8721120569255842,8.0,8.0,8.0,8.0,7.0,7.0,4.0
GPT,53731,30.40730095,-89.07009888,28,-5,-6,America/Chicago,United States,Gulfport,USW00093874,1.1628618851660062,8.0,7.0,8.0,8.0,7.0,7.0,3.0
TUL,218452,36.19839859,-95.88809967,677,-5,-6,America/Chicago,United States,Tulsa,USW00013968,0.8816381248242163,9.0,9.0,8.0,8.0,8.0,8.0,4.0
GSP,196172,34.89569855,-82.21890259,964,-4,-5,America/New_York,United States,Greenville,USW00003870,1.3774072459397708,10.0,10.0,10.0,10.0,10.0,10.0,5.0
MOB,71641,30.69120026,-88.24279785,219,-5,-6,America/Chicago,United States,Mobile,USW00013894,1.335409762667144,10.0,10.0,10.0,10.0,10.0,10.0,5.0
TYS,227062,35.81100082,-83.9940033,981,-4,-5,America/New_York,United States,Knoxville,USW00013891,1.0817056071645852,8.0,8.0,8.0,8.0,8.0,8.0,0.13
HSV,129718,34.6371994,-86.77510071,629,-5,-6,America/Chicago,United States,Huntsville,USW00003856,1.2728453830404556,9.0,9.0,9.0,10.0,9.0,9.0,5.0
LIT,173376,34.72940063,-92.22429657,262,-5,-6,America/Chicago,United States,Little Rock,USW00013963,1.0815002895766204,8.0,8.0,8.0,8.0,8.0,8.0,3.0
CRP,70145,27.77039909,-97.50119781,44,-5,-6,America/Chicago,United States,Corpus Christi,USW00012924,1.802641912701822,9.0,9.0,9.0,10.0,9.0,9.0,5.0
DSM,207137,41.5340004,-93.6631012,958,-5,-6,America/Chicago,United States,Des Moines,USW00014933,0.8347000982230818,9.0,9.0,9.0,9.0,9.0,9.0,4.0
BTV,121047,44.47190094,-73.15329742,335,-4,-5,America/New_York,United States,Burlington,USW00014742,0.4784920418049993,10.0,10.0,10.0,10.0,10.0,10.0,5.0
ATL,4474978,33.6367,-84.428101,1026,-4,-5,America/New_York,United States,Atlanta,USW00013874,1.5211678264149262,8.0,8.0,8.0,8.0,8.0,8.0,4.0
CRW,53618,38.37310028,-81.59320068,981,-4,-5,America/New_York,United States,Charleston,USW00013866,0.7229823911894011,9.0,8.0,8.0,8.0,8.0,8.0,4.0
LEX,131441,38.03649902,-84.60590363,979,-4,-5,America/New_York,United States,Lexington KY,USW00093820,0.5621894722606352,9.0,8.0,9.0,8.0,8.0,8.0,4.0
BUF,301665,42.94049835,-78.73220062,728,-4,-5,America/New_York,United States,Buffalo,USW00014733,1.002992220585152,11.0,11.0,10.0,10.0,11.0,10.0,5.0
BNA,1092929,36.12450027,-86.67819977,599,-5,-6,America/Chicago,United States,Nashville,USW00013897,1.7814067054201363,11.0,10.0,10.0,10.0,10.0,10.0,4.0
MSP,1749982,44.882,-93.221802,841,-5,-6,America/Chicago,United States,Minneapolis,USW00014922,0.842324651988735,9.0,10.0,25.0,28.0,24.0,9.0,5.0
LGA,1894826,40.77719879,-73.87259674,21,-4,-5,America/New_York,United States,New York,USW00014732,0.6947080907519635,10.0,9.0,9.0,9.0,9.0,9.0,4.0
RIC,311015,37.50519943,-77.31970215,167,-4,-5,America/New_York,United States,Richmond,USW00013740,0.7884951711194027,7.0,7.0,8.0,7.0,7.0,7.0,0.123
CLE,559997,41.4117012,-81.84980011,791,-4,-5,America/New_York,United States,Cleveland,USW00014820,0.8710869374044959,10.0,10.0,10.0,10.0,10.0,10.0,4.0
DTW,1871596,42.21239853,-83.35340118,645,-4,-5,America/New_York,United States,Detroit,USW00094847,2.775860711742981,11.0,11.0,10.0,10.0,10.0,11.0,5.0
HPN,138768,41.06700134,-73.70760345,439,-4,-5,America/New_York,United States,White Plains,USW00094745,0.5973419485457933,7.0,7.0,7.0,7.0,7.0,7.0,3.0
BHM,226250,33.56290054,-86.75350189,650,-5,-6,America/Chicago,United States,Birmingham,USW00013876,0.8443048069297168,8.0,8.0,8.0,8.0,7.0,7.0,3.0
JAN,108272,32.31119919,-90.07589722,346,-5,-6,America/Chicago,United States,Jackson,USW00003940,0.9595528371478796,8.0,8.0,8.0,8.0,8.0,7.0,4.0
SDF,317458,38.1744,-85.736,501,-4,-5,America/New_York,United States,Louisville,USW00093821,0.5709711164723184,11.0,10.0,10.0,10.0,10.0,10.0,5.0
MCO,1863274,28.42939949,-81.30899811,96,-4,-5,America/New_York,United States,Orlando,USW00012815,1.9317041799346168,9.0,8.0,8.0,8.0,8.0,8.0,4.0
CAE,122462,33.93880081,-81.11949921,236,-4,-5,America/New_York,United States,Columbia,USW00013883,1.0925785907411918,9.0,9.0,9.0,9.0,8.0,8.0,4.0
XNA,166936,36.281898,-94.306801,1287,-5,-6,America/Chicago,United States,Bentonville,USW00053922,0.9592779803550279,8.0,8.0,8.0,7.0,7.0,7.0,4.0
PHF,32428,37.13190079,-76.49299622,42,-4,-5,America/New_York,United States,Newport News,USW00093741,0.0869021240883274,8.0,8.0,8.0,7.0,8.0,7.0,3.0
AGS,63491,33.36989975,-81.96450043,144,-4,-5,America/New_York,United States,Bush Field,USW00003820,0.5169992613607592,9.0,9.0,9.0,10.0,9.0,9.0,4.0
LNK,35675,40.85100174,-96.75920105,1219,-5,-6,America/Chicago,United States,Lincoln,USW00014939,0.5843322808834683,10.0,10.0,9.0,8.0,7.0,8.0,4.0
CVG,555955,39.04880142,-84.6678009,896,-4,-5,America/New_York,United States,Cincinnati,USW00093814,0.6358021461431053,8.0,8.0,8.0,8.0,8.0,8.0,4.0
CHS,323168,32.89860153,-80.04049683,46,-4,-5,America/New_York,United States,Charleston,USW00013880,0.09298428876599732,8.0,8.0,8.0,8.0,7.0,7.0,3.0
TLH,75469,30.39649963,-84.35030365,81,-4,-5,America/New_York,United States,Tallahassee,USW00093805,2.059876581701814,8.0,8.0,8.0,8.0,8.0,9.0,4.0
PIT,557829,40.49150085,-80.23290253,1203,-4,-5,America/New_York,United States,Pittsburgh,USW00094823,1.7410118277507611,9.0,9.0,9.0,9.0,9.0,9.0,4.0
CLT,3044500,35.2140007,-80.94309998,748,-4,-5,America/New_York,United States,Charlotte,USW00013881,1.3955681381523977,9.0,9.0,10.0,9.0,9.0,9.0,4.0
PHL,1594923,39.87189865,-75.2410965,36,-4,-5,America/New_York,United States,Philadelphia,USW00013739,1.2244699089025768,10.0,9.0,9.0,9.0,9.0,9.0,4.0
BDL,319394,41.93889999,-72.68319702,173,-4,-5,America/New_York,United States,Windsor Locks,USW00014740,0.1890766788356793,9.0,9.0,8.0,9.0,9.0,9.0,4.0
SAV,235952,32.12760162,-81.20210266,50,-4,-5,America/New_York,United States,Savannah,USW00003822,0.4212989929243687,8.0,8.0,8.0,8.0,8.0,9.0,4.0
BTR,83289,30.533199,-91.149597,70,-5,-6,America/Chicago,United States,Baton Rouge,USW00013970,0.5719794931824665,8.0,8.0,8.0,8.0,8.0,8.0,4.0
ECP,101567,30.357106,-85.795414,69,-5,-6,America/Chicago,United States,Panama City,USW00073805,1.1648951953715023,8.0,8.0,8.0,8.0,8.0,8.0,4.0
VPS,122656,30.4832,-86.525398,87,-5,-6,America/Chicago,United States,Valparaiso,USW00013858,0.8352152847762447,7.0,10.0,10.0,10.0,10.0,9.0,5.0
STL,844554,38.748697,-90.370003,618,-5,-6,America/Chicago,United States,St. Louis,USW00013994,0.5102689406832389,10.0,10.0,10.0,10.0,9.0,9.0,5.0
GRK,33498,31.06719971,-97.8289032,1015,-5,-6,America/Chicago,United States,Killeen,USW00003902,0.4232611739941015,9.0,9.0,9.0,8.0,8.0,8.0,5.0
EYW,93752,24.55610085,-81.75959778,3,-4,-5,America/New_York,United States,Key West,USW00012836,0.4443126177236235,9.0,9.0,10.0,10.0,10.0,9.0,4.0
MKE,389298,42.94720078,-87.89659882,723,-5,-6,America/Chicago,United States,Milwaukee,USW00014839,1.0751672683225846,9.0,9.0,9.0,9.0,9.0,9.0,4.0
SGF,123401,37.24570084,-93.38860321,1268,-5,-6,America/Chicago,United States,Springfield,USW00013995,1.5702061497620736,10.0,10.0,10.0,10.0,9.0,9.0,5.0
EVV,53037,38.03699875,-87.53240204,418,-5,-6,America/Chicago,United States,Evansville,USW00093817,2.143442292622801,8.0,8.0,8.0,8.0,8.0,8.0,4.0
MLI,67458,41.44850159,-90.50749969,590,-5,-6,America/Chicago,United States,Moline,USW00014923,1.346121885255173,10.0,10.0,9.0,9.0,9.0,9.0,5.0
MSN,167546,43.13990021,-89.33750153,887,-5,-6,America/Chicago,United States,Madison,USW00014837,0.6391920735209441,10.0,10.0,9.0,9.0,9.0,9.0,5.0
BMI,35508,40.47710037,-88.91590118,871,-5,-6,America/Chicago,United States,Bloomington,USW00054831,2.972158837785087,7.0,7.0,7.0,7.0,6.0,6.0,3.0
ABE,68674,40.65209961,-75.44080353,393,-4,-5,America/New_York,United States,Allentown,USW00014737,0.6489740867818552,10.0,10.0,10.0,9.0,9.0,9.0,5.0
BOS,1688293,42.36429977,-71.00520325,20,-4,-5,America/New_York,United States,Boston,USW00014739,0.5532826026835288,9.0,10.0,9.0,10.0,10.0,10.0,4.0
OMA,309073,41.3032,-95.894096,984,-5,-6,America/Chicago,United States,Omaha,USW00014942,1.1664833161127488,9.0,9.0,9.0,9.0,8.0,9.0,4.0
GSO,180225,36.09780121,-79.93730164,925,-4,-5,America/New_York,United States,Greensboro,USW00013723,0.5316474449018808,8.0,7.0,8.0,7.0,7.0,7.0,0.121
MEM,304389,35.04240036,-89.97669983,341,-5,-6,America/Chicago,United States,Memphis,USW00013893,1.7875773385103713,8.0,8.0,8.0,8.0,8.0,8.0,0.125
AZO,33609,42.23490143,-85.55210114,874,-4,-5,America/New_York,United States,Kalamazoo,USW00094815,0.8849301693102132,9.0,9.0,9.0,9.0,9.0,9.0,4.0
TRI,51466,36.475201,-82.407401,1519,-4,-5,America/New_York,United States,BRISTOL,USW00013877,0.9108442166815692,8.0,8.0,8.0,8.0,8.0,8.0,0.127
GNV,54072,29.69009972,-82.27179718,152,-4,-5,America/New_York,United States,Gainesville,USW00012816,0.452649240990429,9.0,9.0,9.0,9.0,9.0,8.0,4.0
GRR,245003,42.88079834,-85.52279663,794,-4,-5,America/New_York,United States,Grand Rapids,USW00094860,2.3255584614744387,11.0,11.0,10.0,11.0,11.0,11.0,5.0
MYR,184717,33.67969894,-78.92829895,25,-4,-5,America/New_York,United States,Myrtle Beach,,,,,,,,,
RDU,743770,35.87760162,-78.78749847,435,-4,-5,America/New_York,United States,Raleigh-durham,USW00013722,1.6968390931043353,7.0,7.0,7.0,7.0,7.0,7.0,4.0
ATW,85784,44.2580986,-88.51909637,918,-5,-6,America/Chicago,United States,Appleton,USW00004825,0.9747323504308468,8.0,8.0,8.0,8.0,8.0,8.0,4.0
ROC,204319,43.1189003,-77.67240143,559,-4,-5,America/New_York,United States,Rochester,USW00014768,0.3022080779652318,9.0,9.0,9.0,9.0,9.0,9.0,5.0
AVL,135758,35.43619919,-82.54180145,2165,-4,-5,America/New_York,United States,Asheville,USW00053878,2.375528137577924,46.0,46.0,46.0,46.0,46.0,46.0,0.098
CHA,103542,35.03530121,-85.20379639,683,-4,-5,America/New_York,United States,Chattanooga,USW00013882,0.3706891929609799,9.0,9.0,9.0,9.0,9.0,9.0,4.0
ORF,293886,36.89459991,-76.20120239,26,-4,-5,America/New_York,United States,Norfolk,USW00013737,1.2483721388504054,10.0,10.0,10.0,10.0,10.0,10.0,4.0
PWM,161431,43.64619827,-70.30930328,76,-4,-5,America/New_York,United States,Portland,USW00014764,0.5648265674334848,9.0,9.0,9.0,9.0,9.0,9.0,4.0
RST,37565,43.90829849,-92.5,1317,-5,-6,America/Chicago,United States,Rochester,USW00014925,0.8137861319670778,10.0,10.0,10.0,10.0,10.0,4.0,0.131
ELM,20660,42.15990067,-76.89160156,954,-4,-5,America/New_York,United States,Elmira,USW00014748,0.9914317014542692,9.0,8.0,8.0,9.0,8.0,8.0,3.0
CMH,541242,39.998001,-82.891899,815,-4,-5,America/New_York,United States,Columbus,USW00014821,1.521866989539357,8.0,8.0,8.0,8.0,7.0,8.0,0.124
CID,117061,41.88470078,-91.71080017,869,-5,-6,America/Chicago,United States,Cedar Rapids,USW00014990,1.167322702963548,8.0,8.0,8.0,8.0,8.0,8.0,4.0
MDT,122423,40.19350052,-76.76339722,310,-4,-5,America/New_York,United States,Harrisburg,USW00014711,0.8271075169311048,8.0,8.0,8.0,8.0,7.0,7.0,0.121
SYR,197229,43.11119843,-76.10630035,421,-4,-5,America/New_York,United States,Syracuse,USW00014771,0.1956794716098899,10.0,10.0,10.0,10.0,10.0,10.0,5.0
JAX,381130,30.49410057,-81.68789673,30,-4,-5,America/New_York,United States,Jacksonville,USW00013889,1.701063335354749,10.0,9.0,10.0,9.0,9.0,9.0,4.0
IAD,1038362,38.94449997,-77.45580292,312,-4,-5,America/New_York,United States,Washington,USW00093738,1.3190655607591733,9.0,9.0,9.0,8.0,8.0,8.0,5.0
RSW,462576,26.53619957,-81.75520325,30,-4,-5,America/New_York,United States,Fort Myers,USW00012835,11.882622293071957,7.0,8.0,8.0,7.0,8.0,7.0,3.0
TPA,956828,27.97550011,-82.53320313,26,-4,-5,America/New_York,United States,Tampa,USW00092825,10.602099081225601,15.0,15.0,15.0,15.0,7.0,14.0,7.0
DEN,3627189,39.86169815,-104.6729965,5431,-6,-7,America/Denver,United States,Denver,USW00003017,2.2054068968754605,10.0,10.0,9.0,9.0,9.0,10.0,5.0
ISP,71334,40.79520035,-73.10019684,99,-4,-5,America/New_York,United States,Islip,USW00004781,0.2037487621025015,7.0,7.0,7.0,7.0,7.0,7.0,3.0
LAS,2162963,36.08010101,-115.1520004,2181,-7,-8,America/Los_Angeles,United States,Las Vegas,USW00023169,1.36530785432326,6.0,6.0,6.0,7.0,7.0,7.0,3.0
AUS,945184,30.19449997,-97.66989899,542,-5,-6,America/Chicago,United States,Austin,USW00013904,1.5947808066786096,7.0,7.0,7.0,7.0,7.0,7.0,0.114
MIA,1221060,25.79319954,-80.29060364,8,-4,-5,America/New_York,United States,Miami,USW00012839,2.6972105991657664,9.0,9.0,9.0,9.0,9.0,8.0,4.0
TTN,29521,40.27669907,-74.81349945,213,-4,-5,America/New_York,United States,Trenton,USW00014792,0.1969252995527333,9.0,8.0,8.0,8.0,8.0,8.0,3.0
SAN,1113725,32.73360062,-117.1900024,17,-7,-8,America/Los_Angeles,United States,San Diego,USW00023188,0.646982999421414,8.0,8.0,8.0,8.0,8.0,9.0,5.0
DFW,3736806,32.896801,-97.038002,607,-5,-6,America/Chicago,United States,Dallas-Fort Worth,USW00003927,1.5085202930552088,9.0,8.0,8.0,8.0,8.0,8.0,4.0
SLC,1494956,40.78839874,-111.9779968,4227,-6,-7,America/Denver,United States,Salt Lake City,USW00024127,2.2606209237543946,9.0,9.0,9.0,9.0,9.0,9.0,4.0
ABQ,299381,35.040199,-106.609001,5355,-6,-7,America/Denver,United States,Albuquerque,USW00023050,0.6309896369204027,7.0,7.0,7.0,7.0,7.0,7.0,0.134
LAX,2649109,33.94250107,-118.4079971,125,-7,-8,America/Los_Angeles,United States,Los Angeles,USW00023174,2.028519855390785,8.0,8.0,8.0,8.0,7.0,8.0,4.0
SFO,1809715,37.61899948,-122.375,13,-7,-8,America/Los_Angeles,United States,San Francisco,USW00023234,0.8335086259269544,8.0,8.0,8.0,8.0,8.0,8.0,4.0
PHX,2226114,33.43429947,-112.012001,1135,-7,-7,America/Phoenix,United States,Phoenix,USW00023183,1.0630249323517045,7.0,7.0,7.0,7.0,7.0,7.0,4.0
DCA,1654751,38.8521,-77.037697,15,-4,-5,America/New_York,United States,Washington,USW00013743,0.6146633369102282,11.0,10.0,10.0,10.0,10.0,9.0,4.0
OKC,294728,35.39310074,-97.60070038,1295,-5,-6,America/Chicago,United States,Oklahoma City,USW00013967,0.5338719449197913,9.0,9.0,9.0,9.0,8.0,4.0,0.114
COS,146488,38.805801,-104.700996,6187,-6,-7,America/Denver,United States,Colorado Springs,USW00093037,1.1484588809441187,8.0,8.0,7.0,8.0,8.0,8.0,4.0
ONT,293602,34.05599976,-117.6009979,944,-7,-8,America/Los_Angeles,United States,Ontario,USI0000KCCB,10.088894893667993,13.0,13.0,13.0,13.0,13.0,13.0,6.0
SEA,2320583,47.449001,-122.308998,433,-7,-8,America/Los_Angeles,United States,Seattle,USW00024233,0.6282097282972656,8.0,8.0,8.0,8.0,8.0,8.0,4.0
MSY,634418,29.99340057,-90.25800323,4,-5,-6,America/Chicago,United States,New Orleans,USW00012916,1.9635138486847508,9.0,9.0,9.0,9.0,9.0,9.0,5.0
SNA,548666,33.67570114,-117.8679962,56,-7,-8,America/Los_Angeles,United States,Santa Ana,USW00093184,0.4459202595277071,7.0,7.0,7.0,7.0,7.0,7.0,3.0
PSP,169078,33.82970047,-116.5070038,477,-7,-8,America/Los_Angeles,United States,Palm Springs,,,,,,,,,
IND,586590,39.7173,-86.294403,797,-4,-5,America/New_York,United States,Indianapolis,USW00093819,1.6267910749796606,10.0,10.0,10.0,10.0,10.0,10.0,5.0
SJC,698358,37.362598,-121.929001,62,-7,-8,America/Los_Angeles,United States,San Jose,,,,,,,,,
PDX,907971,45.58869934,-122.5979996,31,-7,-8,America/Los_Angeles,United States,Portland,USW00024229,1.1775601058428973,8.0,9.0,9.0,8.0,9.0,9.0,4.0
MCI,627777,39.2976,-94.713898,1026,-5,-6,America/Chicago,United States,Kansas City,USW00003947,1.458049547180997,10.0,10.0,10.0,10.0,10.0,10.0,5.0
PBI,324744,26.68320084,-80.09559631,19,-4,-5,America/New_York,United States,West Palm Beach,USW00012844,0.4103510799260355,8.0,8.0,8.0,8.0,7.0,8.0,4.0
SAT,479171,29.53370094,-98.46980286,809,-5,-6,America/Chicago,United States,San Antonio,USW00012921,1.7948436788901898,9.0,9.0,9.0,9.0,9.0,8.0,4.0
SJU,376408,18.43939972,-66.00180054,9,-4,-4,America/Puerto_Rico,Puerto Rico,San Juan,RQW00011641,1.2030679720061799,7.0,7.0,8.0,8.0,8.0,8.0,4.0
RNO,271144,39.49909973,-119.7679977,4415,-7,-8,America/Los_Angeles,United States,Reno,,,,,,,,,
BWI,1220023,39.1754,-76.668297,146,-4,-5,America/New_York,United States,Baltimore,USW00093721,1.3938682471824992,9.0,9.0,9.0,9.0,9.0,9.0,5.0
FLL,1171298,26.072599,-80.152702,9,-4,-5,America/New_York,United States,Fort Lauderdale,USW00092809,12.001838871997581,7.0,7.0,8.0,7.0,7.0,7.0,3.0
IAG,7277,43.1072998,-78.94619751,589,-4,-5,America/New_York,United States,Niagara Falls,USW00004724,0.6684239438759221,8.0,8.0,7.0,8.0,8.0,8.0,4.0
LBE,11564,40.27590179,-79.40480042,1199,-4,-5,America/New_York,United States,Latrobe,USW00054735,0.917347005018942,8.0,8.0,8.0,8.0,8.0,8.0,4.0
ACY,40034,39.45759964,-74.57720184,75,-4,-5,America/New_York,United States,Atlantic City,USW00093730,1.0893200357943995,9.0,9.0,8.0,8.0,8.0,8.0,4.0
JFK,1498199,40.63980103,-73.77890015,13,-4,-5,America/New_York,United States,New York,USW00094789,1.2706456297145905,9.0,9.0,9.0,9.0,9.0,9.0,4.0
CAK,66748,40.91609955,-81.44219971,1228,-4,-5,America/New_York,United States,Akron,USW00014895,0.2407154116341818,9.0,8.0,8.0,8.0,9.0,9.0,4.0
DAB,40667,29.179899,-81.058098,34,-4,-5,America/New_York,United States,Daytona Beach,USW00012834,1.5132435961250252,8.0,8.0,8.0,8.0,7.0,7.0,0.126
DAY,160618,39.90240097,-84.2193985,1009,-4,-5,America/New_York,United States,Dayton,USW00093815,0.4492430107652858,10.0,10.0,10.0,10.0,10.0,10.0,5.0
HVN,5431,41.26369858,-72.88680267,12,-4,-5,America/New_York,United States,New Haven,USW00014758,0.5695354740764079,7.0,7.0,7.0,7.0,7.0,7.0,3.0
MHT,109951,42.932598,-71.435699,266,-4,-5,America/New_York,United States,Manchester NH,USW00014710,0.32204428004409974,7.0,7.0,7.0,7.0,7.0,7.0,3.0
OAJ,38331,34.82920074,-77.61209869,94,-4,-5,America/New_York,United States,Jacksonville NC,USW00093753,0.6196529022320267,7.0,7.0,7.0,7.0,7.0,7.0,3.0
MLB,33497,28.10280037,-80.64530182,33,-4,-5,America/New_York,United States,Melbourne,USW00012838,1.013417440043332,7.0,7.0,7.0,7.0,7.0,7.0,3.0
SRQ,163549,27.39539909,-82.55439758,30,-4,-5,America/New_York,United States,Sarasota,USW00012871,0.7841686008983008,7.0,7.0,7.0,7.0,7.0,7.0,3.0
FAY,45919,34.99119949,-78.88030243,189,-4,-5,America/New_York,United States,Fayetteville,USW00093740,0.20153655598777828,8.0,7.0,8.0,8.0,7.0,7.0,3.0
CHO,86194,38.1385994,-78.45290375,639,-4,-5,America/New_York,United States,Charlottesville VA,USW00093736,0.22060023361153902,8.0,7.0,8.0,7.0,8.0,8.0,4.0
PNS,163472,30.47340012,-87.18659973,121,-5,-6,America/Chicago,United States,Pensacola,USW00013899,0.521828203361882,8.0,8.0,8.0,9.0,8.0,8.0,4.0
ILM,106650,34.27059937,-77.90260315,32,-4,-5,America/New_York,United States,Wilmington,USW00013748,0.4945378383313881,10.0,9.0,10.0,10.0,9.0,9.0,4.0
ALB,194063,42.74829865,-73.80169678,285,-4,-5,America/New_York,United States,Albany,USW00014735,0.2380823522020785,10.0,9.0,9.0,10.0,9.0,4.0,0.121
FWA,86284,40.97850037,-85.19509888,814,-4,-5,America/New_York,United States,Fort Wayne,USW00014827,1.1613653727678777,10.0,10.0,9.0,9.0,10.0,9.0,4.0
LYH,24067,37.3266983,-79.20040131,938,-4,-5,America/New_York,United States,Lynchburg,,,,,,,,,
TOL,17123,41.58679962,-83.80780029,683,-4,-5,America/New_York,United States,Toledo,USW00094830,0.208783354576983,9.0,9.0,9.0,9.0,9.0,9.0,5.0
HDN,29044,40.48120117,-107.2180023,6606,-6,-7,America/Denver,United States,Hayden,USW00094025,0.04404750613649973,7.0,7.0,7.0,7.0,7.0,7.0,4.0
BZN,125997,45.77750015,-111.1529999,4473,-6,-7,America/Denver,United States,Bozeman,USW00024132,1.2892083490316266,7.0,7.0,7.0,7.0,7.0,7.0,3.0
EUG,112044,44.12459946,-123.211998,374,-7,-8,America/Los_Angeles,United States,Eugene,USW00024221,0.9875478159538016,9.0,9.0,9.0,9.0,9.0,9.0,4.0
BOI,326684,43.5644,-116.223,2871,-6,-7,America/Denver,United States,Boise,USW00024131,1.448761889881232,8.0,8.0,8.0,8.0,8.0,8.0,4.0
GEG,269756,47.61989975,-117.5339966,2376,-7,-8,America/Los_Angeles,United States,Spokane,USW00024157,0.4863477590629874,10.0,10.0,10.0,10.0,10.0,10.0,5.0
TUS,226175,32.11610031,-110.9410019,2643,-7,-7,America/Phoenix,United States,Tucson,USW00023160,2.2591354469282,7.0,7.0,7.0,7.0,7.0,7.0,4.0
HNL,693315,21.32062,-157.924228,13,-10,-10,Pacific/Honolulu,United States,Honolulu,USW00022521,1.6153804797500155,8.0,7.0,7.0,7.0,7.0,8.0,4.0
LIH,175639,21.97599983,-159.3390045,153,-10,-10,Pacific/Honolulu,United States,Lihue,USW00022536,0.5110869611072285,10.0,10.0,10.0,10.0,9.0,10.0,5.0
KOA,194076,19.738783,-156.045603,47,-10,-10,Pacific/Honolulu,United States,Kona,,,,,,,,,
OGG,339825,20.8986,-156.429993,54,-10,-10,Pacific/Honolulu,United States,Kahului,USW00022516,1.1983477863250953,7.0,7.0,7.0,7.0,7.0,7.0,3.0
EGE,37325,39.64260101,-106.9179993,6548,-6,-7,America/Denver,United States,Vail,,,,,,,,,
ITO,78703,19.72139931,-155.0480042,38,-10,-10,Pacific/Honolulu,United States,Hilo,USW00021515,9.210849638130815,43.0,46.0,46.0,45.0,41.0,45.0,0.098
SMF,668623,38.69540024,-121.5910034,27,-7,-8,America/Los_Angeles,United States,Sacramento,,,,,,,,,
ANC,258196,61.17440033,-149.9960022,152,-8,-9,America/Anchorage,United States,Anchorage,USW00026451,1.8066548600188927,9.0,9.0,9.0,9.0,10.0,10.0,5.0
GUC,11694,38.53390121,-106.9329987,7680,-6,-7,America/Denver,United States,Gunnison,,,,,,,,,
MFE,63278,26.17580032,-98.23860168,107,-5,-6,America/Chicago,United States,Mcallen,USW00012959,0.6912664300049962,8.0,8.0,7.0,8.0,8.0,8.0,4.0
BQN,26957,18.49489975,-67.12940216,237,-4,-4,America/Puerto_Rico,Puerto Rico,Aguadilla,,,,,,,,,
MTJ,38128,38.50979996,-107.8939972,5759,-6,-7,America/Denver,United States,Montrose CO,,,,,,,,,
BIL,65394,45.80770111,-108.5429993,3652,-6,-7,America/Denver,United States,Billings,USW00024033,0.2473739972801427,10.0,9.0,9.0,9.0,10.0,10.0,4.0
JAC,67294,43.6072998,-110.737999,6451,-6,-7,America/Denver,United States,Jacksn Hole,USW00004131,6.369107771017613,46.0,46.0,46.0,46.0,46.0,46.0,22.0
GUM,10911,13.48340034,144.7960052,298,10,10,Pacific/Guam,Guam,Agana,GQW00041415,0.43266332900365323,8.0,7.0,7.0,7.0,7.0,9.0,4.0
ICT,139569,37.649899,-97.433098,1333,-5,-6,America/Chicago,United States,Wichita,USW00003928,1.0142030655261773,8.0,8.0,8.0,7.0,7.0,7.0,4.0
BUR,356607,34.20069885,-118.3590012,778,-7,-8,America/Los_Angeles,United States,Burbank,USW00023152,0.6182048646077102,6.0,7.0,6.0,6.0,6.0,7.0,3.0
MFR,100619,42.37419891,-122.8730011,1335,-7,-8,America/Los_Angeles,United States,Medford,USW00024225,0.3332265239618301,10.0,10.0,10.0,10.0,9.0,9.0,4.0
SBA,93340,34.42620087,-119.8399963,13,-7,-8,America/Los_Angeles,United States,Santa Barbara,USW00053152,3.8850620481503086,46.0,46.0,47.0,46.0,45.0,46.0,0.099
FAT,149014,36.77619934,-119.7180023,336,-7,-8,America/Los_Angeles,United States,Fresno,USW00093193,0.4690033743234642,8.0,8.0,8.0,8.0,8.0,8.0,4.0
FSD,103932,43.58200073,-96.74189758,1429,-5,-6,America/Chicago,United States,Sioux Falls,USW00014944,1.1974681900807034,9.0,10.0,9.0,9.0,9.0,9.0,5.0
AMA,71078,35.219398,-101.706001,3607,-5,-6,America/Chicago,United States,Amarillo,USW00023047,1.5696070155293942,10.0,10.0,9.0,9.0,9.0,9.0,4.0
DAL,894140,32.847099,-96.851799,487,-5,-6,America/Chicago,United States,Dallas,USW00013960,1.7876389836207711,7.0,7.0,7.0,7.0,7.0,7.0,3.0
ELP,228716,31.80719948,-106.3779984,3959,-6,-7,America/Denver,United States,El Paso,USW00023044,0.5564797744683526,8.0,8.0,8.0,8.0,8.0,8.0,4.0
FNT,48781,42.9654007,-83.74359894,782,-4,-5,America/New_York,United States,Flint,USW00014826,0.5481530822948921,10.0,10.0,9.0,10.0,10.0,10.0,5.0
